book_name,review_title,reviewer_rating,review_description,sentiment
the psychology of money timeless lessons on wealth greed and happiness,timeless nuggets of wisdom,5,psycholology of money timeless lessons on wealth greed and happiness by morgan housel is a timeless work about how our feelings emotions and interactions with money often results in different outcomes for different people because people are different so insights into how to think and behave about money is instructiveyou may think you dont have enough money to make a difference for your future i think this book will show you how even with those thoughts that you canothers may believe they have more than enough those too are risky thoughts and beliefsbecause people are different everyone should read this book to see what you uniquely learn about yourself and how you should think about moneychocked full of great insights to guide us allquotes that hit home from various chapters are presented below there are many more quotes possible but then youd miss the message between each quote i strongly suggest getting the book to see how these below snippets string together into a powerful story about how we think and behave towards money mattersquote your personal experiences with money make up maybe of whats happened in the world but maybe of how you think the world works luck and risk are siblings yes but i have something he will never have enough there is no reason to risk what you have and need for what you dont have and dont need the hardest financial skill is getting the goalpost to stop moving billion of warren buffetts billion net worth came after his th birthday buffett began serious investing when he was years old his skill is investing but his secret is time thats how compounding works but good investing isnt necessarily about earning the highest returns because the highest returns tend to be oneoff hits that cant be repeated its about earning pretty good returns that you can stick with and which can be repeated for the longest period of time thats when compounding runs wild getting wealthy vs staying wealthy getting money is one thing keeping it is another planning is important but the most important part of every plan is to plan on the plan not going according to plan no one is impressed with your possessions as much as you are when you see someone driving a nice car you rarely think wow the guy driving that car is cool instead you think wow if i had that car people would think im cool humility kindness and empathy will bring you more respect than horsepower ever will spending money to show people how much money you have is the fastest way to have less money money has many ironies heres an important one wealth is what you dont see past a certain level of income people fall into three groups those who save those who dont think they can save and those who dont think they need to save building wealth has little to do with your income or investment returns and lots to do with your savings rate the value of wealth is relative to what you need past a certain level of income what you need is just what sits below your ego peoples ability to save is more in their control than they might think things that have never happened before happen all the time the thing that makes tail events easy to underappreciate is how easy it is to underestimate how things compound how for example prompted the federal reserve to cut interest rates which helped drive the housing bubble which led to the financial crisis which led to a poor jobs market which led to tens of millions to seek a college education which led to over a trillion dollars in student loans with a high percentage of default rates the correct lesson to learn from surprises is that the world is surprising the most important part of every plan is planning on your plan not going according to plan the purpose of the margin of safety is to render the forecast unnecessary the end of history illusion is what psychologists call the tendency for people to be keenly aware of how much theyve changed in the past but to underestimate how much their personalities desires and goals are likely to change in the future thus their history of change wont change anymore into their future every job looks easy when youre not the one doing it successful investing looks easy when youre not the one doing it hold stocks for the long run but do you know how hard it is to maintain a longterm outlook when stocks are collapsing price not dollars and cents its volatility fear doubt uncertainty all of which are easy to overlook until youre dealing with them in real time beware of taking financial cues from people playing a different game than you are when investors have different goals and time horizons and they do in every asset class prices that look ridiculous to one person can make sense to another because the factors those investors pay attention to are different the interesting thing about absolutely pessimistic stories is that their polar opposite forecasts of outrageous optimism are rarely taken as seriously as prophets of doom pessimism just sounds smarter and more plausible than optimism progress happens too slowly to notice but setbacks happen too quickly to ignore the more you want something to be true the more likely you are to believe a story that overestimates the odds of it being true we dont know what we dont know coming to terms with how much you dont know means coming to terms with how much of what happens in the world is out of your control and that can be hard to accept less ego more wealth if you want to to do better as an investor the single most powerful thing you can do is increase your time horizonunquotetheres a lot of wisdom alone in the various quotes above theres even more wisdom reading how they string together to see the larger story line to understand your psychology of money applied in your own lifeeach person reading housels work will get something different out of it than someone else and each time you read it i suggest more than once you too will get yet still something else out of it,positive
the psychology of money timeless lessons on wealth greed and happiness,making cents of thing that dont make sense,5,this is a definite recommend it is an easy to read and easy to understand book that points out the obvious not so obvious key to figuring out that you have to stop trying to impress people when you conquer that beast then youre free yourself to free yourself let that marinate for a moment,positive
the psychology of money timeless lessons on wealth greed and happiness,best book on personal finance and investing i ever read,5,best book on personal finance and investing i ever read and i spent years of my career as an institutional investor ive recommended it to my brothers nieces and nephews and many friends,positive
the psychology of money timeless lessons on wealth greed and happiness,financial freedom,5,i absolutely enjoyed this book as the lessons experiences and even the authors perspective teach the core fundamentals to identify and surpass all financial challenges that could appear in our life the book also sets the tone we should follow to become financial successful,positive
the psychology of money timeless lessons on wealth greed and happiness,must read,5,everyone will get return on their investmentroi and get a better understanding of their relationship with money learn about the power of compounding stock market history and the stories provided by housel are very informative and powerful low cost with a high return,positive
the psychology of money timeless lessons on wealth greed and happiness,informative,5,peace very informative things every person should know for instance you are what you think you are the same principle applies its how you behave with your money i really enjoyed reading this peace,positive
the psychology of money timeless lessons on wealth greed and happiness,a must buy,5,the overwhelming expression of wait a minute im not thinking crazy can not be explained this written work was a great investment dont second guess the purchase its worth it,positive
the psychology of money timeless lessons on wealth greed and happiness,spend more time in pursuit of small personally appealing adventures and interests,4,housel is an award winning business writer with investing experience he covers a number of topics in investing with a slightly different slant he makes a good argument that many of us would be happier or more satisfied if we spend more time in pursuit of small personally appealing adventures and interests instead of pursuing more moneyhe quotes successful people on how they achieve balance for instance harry moskowitz nobel prize winner in economics for his work on risk and reward said that deciding how much of his funds to put into the stock market he visualized his grief if the stock market went way up and he wasnt in it or if it went way down and he was completely in it so he split his contributions between bonds and in equitiesexamples of other famous investors such as warren buffett who has one of the best investment records available he points out that one of the reasons for his great wealth is that he invested very early and has kept the money compounding over a very long period of time close to years besides being very very wealthy buffett still tap dances to work and has shown he still has the ability to learn new tricks in investingpart of the way he did this was to hang onto investments for long periods of time even with his exceptional skill at picking stocks and businesses it turns out that only about of hundred of investments resulted in very large profits it takes special ability to have large profits in a given investment and to continue to hold it even while it goes up and down the author doesnt give you much help in how to accomplish this featanother point is you get wealthy not by spending most of your money but by saving most of your money and letting it compound over long periods of time how much do you invest and how much risk do you take with most of the money depends on knowing yourself do you want to be in a position where you have enough cash so if the market goes down heavily and you have the courage you can invest that money in the investment youre interested in this is contrary to what most people do who are relatively fully invested near the top and then sell investments as the market goes down they are losing too much and sell usually at a substantially lower price than they bought the investment so you have to have enough money invested so that over the long term that it goes up enough to make you wealthier but not so much that you decide that youve lost too much and sell at a big loss added to the problem is the fact that just because a company has bounced up and down before doesnt necessarily guarantee that its going to bounce back again using low cost index funds generally evens out the ups and downs to some degreeknowledge of the history of economic investment results is helpful but fails to predict what is actually going to happen in the future part of being an investor is being able to predict how you are going to react to the worst and the best things that can happen to your investments one of the most important attributes is the ability to change your mind as the world around you changes the author includes many examples of how famous investors have coped with various problems and are quite informativeperhaps the most valuable lesson or example is the author and his wife decided early in their careers that economic freedom that is enough money to make their own choices later in life was worth doing they could live comfortably without the joy of doing everything you want immediately instead they saved all of the raises theyve gotten over the years of their income he doesnt give actual numbers or even percentages for savings but they are well towards their goal of complete financial independence a great feeling if you can do it without sacrificing things that you really enjoy like the author perhaps you enjoy reading walking and podcasts its a good starthis method is to invest in low cost index funds vanguard and basically hold forever or until his family retires a large part of my own portfolio follows the same plan and this has worked very well hope you all achieve it,positive
the psychology of money timeless lessons on wealth greed and happiness,loved it,5,expanded my knowledge on a lot of concepts to do with money personally i really enjoyed it and read it quite fast,positive
the seven husbands of evelyn hugo a novel,a true masterpiece,5,i spent half my time loving her and the other half hiding how much i loved herthis is one of the best books ive ever had the privilege to read it is probably in the top five for best books ive ever read in my entire life i have been looking for a book like this my entire life and no combination of words im about to type and youre about to read is going to do this masterpiece justice but i will say that gabby joce amelie and elyse were all right and im so happy i listened to them because this book is worth every single ounce of hypeand when i say that this book is lifechanging i truly mean it this book is sold as a historical romance where you learn about a fictional famous old hollywood actress and all her marriages what you get is a book that stars a bisexual cuban woman who was never allowed to talk about the love of her life her wife and when i say i cried during this book i truly mean that i probably need to buy a new copy because i was the biggest mess youve ever seenand it will be the tragedy of my life that i cannot love you enough to make you mine that you cannot be loved enough to be anyoneson top of this being a powerful book about race sexuality misogyny and having to conform to societies norms the true meaning i took from this book is that life is short so damn short and we shouldnt spend it pretending to be something we arent and we shouldnt spend it doing anything less than loving the people who are worthy and deserving of our lovei didnt need boys in order to feel good and that realization gave me great powerwe follow evelyn from the very start losing her mother very young her body developing very quickly noticing others noticing her developing body marrying a man so she can leave the deadend city she grew up in so she can become something more evelyn is unapologetic with her actions and it is one of the most empowering things ive ever read she plays so many more parts than the roles she is cast in and evelyn learns really quickly how to play each and every man she is forced to interact with and she quickly learns what she can gain from each and every one of them toothis story is told from two different timelines and two different points of view one from monique grant who is a biracial white and africanamerican woman who is going through a fresh divorce and trying to make something of herself in the journalism field and her life changes the day her editor tells her how evelyn hugo is demanding her and only her to write something for herheartbreak is loss divorce is a piece of paperthe other timelines are all the different times in evelyns life and the different seven husbands that she had while she is recounting the events that lead her to be telling monique this story evelyn has lived a very full life and is in her late seventies now and is finally ready to talk about her life but the entire book we are guessing why she has chosen only monique for this jobmake them pay you what they would pay a white manif you guys have been following my reviews youll probably know that i talk about found family and how important it is to me a lot but the seven husbands of evelyn hugo is the epitome of how beautiful a found family can be evelyn and harrys friendship in this was one of the most beautiful things ive ever read in my entire reading lifewhen you write the ending monique make sure the reader understands that all i was ever really looking for was family make sure its clear that i found it make sure they know that i am heartbroken without itand the romance the true romance in this book is the most romantic thing i have ever read in my entire life and you guys know ive read a ton of romances but they are all lesser to this every single one of them cant compare with the romance in this book i feel like every time ive used the word perfect to describe something that wasnt the romance in this book then i used the word wrongplease never forget that the sun rises and sets with your smile at least to me it does youre the only thing on this planet worth worshippinghow many evelyn and celias are there in the world how many are still playing the role that evelyn was forced to play i cry for every single person who must hide who they are and who they want to love and this book talks about many big things in lgbtqiap history from the stonewall riots to the disgusting reagan administration but life still isnt anywhere close to equal in the prejudices the discrimination the virussyndrome blaming the looks ive experienced holding a girls hand while walking into a restaurant those are still in in the united states but people act like none of those things exists because marriage is legalized begrudgingly im not writing this review to get on my soapbox but i promise we have a lot more work to do and this book this book lit a fire under mei personally identify as pansexual but i felt like the bisexual rep in this was a tier above anything my eyes have ever seen seeing evelyn love all the parts of her and all the different parts of her love was something so aweinspiring i am still so overwhelmed with feelings but if you identify as bi or pan this is a love letter to you i promisei was a lesbian when she loved me and a straight woman when she hated methis book also focuses a huge importance on motherhood throughout the entirety of this book and then i read the acknowledgement and started weeping all over again taylor jenkins reid was able to evoke the strongest emotions from me and i just pray that things will be different for the generation of kids being raised right nowthis was the first thing ive read by taylor jenkins reid but i will buy every single new thing she produces the writing was so lyrical and addicting i mean i have a quote between almost every paragraph this whole book deserves to be highlighted the characters well my mind has now forever imagined that these are real people now so there is that the topics themes and discussions are beyond important this book just makes me feel so passionately this book is one of the most empowering pieces of literature ive ever consumed and i am not the same person i was before this booki told her every single day that her life had been the worlds greatest gift to me that i believed i was put on earth not to make movies or wear emeraldgreen gowns and wave at crowds but to be her motherif you guys ever take a recommendation from me please have it be the seven husbands of evelyn hugo please im actually begging you i promise this book is lifechanging and i equally promise you that this book changed mine there is magic between these fourhundredpages pure magic this story is addicting enthralling and so important and if youre an evelyn in i see you but i hope it doesnt take you as long as it took her to be happy this will forever be one of the best books of my life and ill cherish it foreverpeople think that intimacy is about sex but intimacy is about truth when you realize you can tell someone your truth when you can show yourself to them when you stand in front of them bare and their response is youre safe with methats intimacytriggercontent warnings death of a loved one death of a child talk of suicide unhealthy dieting underage sex with an adult abortion talk of miscarriage a lot of physical abuse cheating dunk driving and homophobic slurs,positive
the seven husbands of evelyn hugo a novel,the seven husbands of evelyn hugo masons review,4,people think that intimacy is about sex but intimacy is about truth when you realize you can tell someone your truth when you can show yourself to them when you stand in front of them bare and their response is youre safe with me thats intimacytaylor jenkins reids the seven husbands of evelyn hugo tells the authentic story of legendary hollywood actress evelyn hugo through an autobiographical medium with ambitious vivant journalist monique grant scribing her tale throughout the interview hugo reveals the behindthescenes secrets of her life acting in the film industry detailing how she repressed her cuban heritage to conform to the hollywood scene how she not only experienced but capitalized on the industrys sexism and double standards how she used her body and married famous men to get her to the top how she found true friendship and forbidden love and how she admits that she would do it all again if given a chance as hugo engrosses grant and the readers with her story the question of why would a famous hollywood actress want to speak with an upandcoming journalist like monique grant why her lingers in the back of our minds and soon we learn the real reason why hugo wanted grant to write her autobiography as a student enrolled in an intermediate fiction writing course i was particularly eager to review this novel after reading it for the first time last year to say that i thoroughly enjoyed reading it is an understatementtaylor jenkins reid never fails to impress me with her craft in creating and developing characters i find that to be a strong element of the novel that contributed to my appeal evelyn hugo is one of the most compelling protagonists i have ever read about in my entire life and i adored the fact that she was all morally shades of grey and not a good person when it came to her rise to the top of the hollywood ladder she felt no regrets about the manipulations and schemes she created to get her to the singularity which thrilled me but seeing her vulnerable side away from the flashing cameras was also a real treat harry cameron and celia st james serve as strong secondary characters who held a major influence on hugo one whom she shared a deep platonic connection with and the other to whom she was helplessly in love with and devoted taylor jenkins reid wonderfully illustrates the ups and downs of the friendship between evelyn and harry the struggles and clashes between evelyn and celia and the tragedy evelyn experienced losing them bothanother element that stood out to me was the setting of the novel hugos interview reveals how she built and stepped away from her career as a renowned hollywood actress often inspiring her to move across different locations to preserve her private image to her detriment and benefit the press follows hugo wherever she goes with journalist companies like sub rosa photomoment hollywood digest and the new york tribune writing articles about her fabricated life while not realizing it and spreading gossip seeing those newspaper clippings pop up in the chapters gives the novel a sparkling touch making the environment feel more authentic it also is no surprise that taylor jenkins reid took inspiration from old hollywood icons such as marilyn monroe and elizabeth taylor to craft the character of evelyn hugo she fits right into the time period where her story blossomsfinally the last element that stood out to me above all else was evelyns plot arc she goes from feeling determined to make it to the singularity and steal the audiences attention to wanting to give it all up for celia st james the love of her life in a way that feels so natural and real her wanting to build an image as a renowned actress came from wanting to get out of hells kitchen and prove to people especially her abusive father that she has the talent and worth to make it big but as she meets and falls for celia she feels compelled to spend every moment with her and she keeps up her work ethic but hides her feelings so the career she sacrificed so much of her authentic self for doesnt die in vain of course that comes with hardships in her relationship with celia but we see how her decision to leave all of the hollywood glory behind makes sense after the fact its bittersweetif youre in the market for a juicy contemporary beach read or a compelling novel that handles serious topics elegantly the seven husbands of evelyn hugo is worth a read and is the book for you,positive
the seven husbands of evelyn hugo a novel,loved it,5,with so many heavy topics discussed in this book i really think taylor jenkins reid did a beautiful job showing us the complexities of each one of them along with the simple complexity of just being human this book covers the story of a woman from years old to her death at and everything that happened in between including what leads her to monique grant to write her memoirs ending the book with a connection between the two you will never see coming i never expected to relate to a movie star from the s but hearing evelyns story reminded me of my own life and its amazing how the author did that so beautifully,positive
the seven husbands of evelyn hugo a novel,not what i was expecting,5,this is one of the better books ive read in a long time i belong to a book club so sometimes i dont read descriptions or reviews well before reading the book because im going to read it anyway but i was so pleasantly surprised by this it was deeper and i cared more about the characters than i thought i was going to great storytelling and this came out at the perfect time with so many stories of hollywood abuse coming out i would love to see this as a movie,positive
the seven husbands of evelyn hugo a novel,finished in all in one day,5,i have never had a book reap such emotion from me i have never cried reading a book that being said it was only the end that made me cry no spoilers but chapter did it for me followed by immediate shock and the feeling of betrayalthroughout the course of the book i feel as though i felt the emotions evoked from each marriageevery lossevery slanderous word said of evelyn and while the book was focused around evelyns life and we received so little of monique i still felt that i knew her so well i mourned for her and celebrated her in the few chapters focused on her own lifei loved this book and have to place this in my top favorite books ive ever read perhaps maybe even only time will tell,positive
the seven husbands of evelyn hugo a novel,hollywood hasnt changed much,5,starting at the young age of fourteen and ending when shes seventynine when we first meet evelyn evelyn hugo has gone from bombshell to sexpot to oscar winner to civil rights supporter evelyn knew what she wanted from an early ageto get out of hells kitchen and away from her abusive father and to be the biggest star anyone has ever heard of and she accomplished that partially because of her talent partially because she knows her worth and is unafraid to get dirty in order to achieve her goals and partially because there is no one better at using the press and scandals to serve their own interests evelyn is both a force to be reckoned with but also a deeply flawed and lonely shown through the perspective of evelyn as she dictates her memoir to monique the reader is taken back to the early days of hollywood to watch evelyns rise and her stumbles to and through stardom for a story about a hollywood starlet this book is layered and i dont think i was expecting the level of depth it had even though many reviews warned me to expect the unexpected with this storyin order to become evelyn hugo hollywoods biggest star evelyn had to let go of who she was erasing her identity to be what hollywood wanted her to be she knew and accepted this always but it does break your heart a little to watch her identity get stripped away so that she could be the blonde bombshell the screen so loved the things evelyn hid or changed often denying the realest parts of herself in the process really hit me in the feels and there were parts at the end of the book that had me welling up with tears if that tells you anything i wont say more because the way the story unfolds is really lovely with getting to know all of evelyns husbands and the roles they played in her life but i will say that i loved the inclusion of the fake articles to show the juxtaposition between what was evelyns reality versus what the public got to see and how the press portrayed her in returnhonestly there was very little i did not like about this book or its story it flowed beautifully and while not necessarily one of those books you couldnt put down i had no issues stopping in reading for the night it was never dull it had a smooth and highly enjoyable writing style however my only issues were that sometimes with the book being told in st person monique didnt always feel that distinct to me from evelyn which may be mostly because we dont really get to know monique at the same level at which we get to know evelyn though i did enjoy their relationship and how they were able to help each other even when that got tricky to say the least but i also didnt like celia for a majority of the book either i found her to be so frustrating at times that i often wondered why evelyn even bothered having her around thankfully that changed toward the end but stillbut all in all i loved this book and this story it was so empowering watching evelyn be so unashamed to own her beauty her sex appeal her confidence and to be the ballbuster she was so unafraid of telling people what she wants what she deservesall because she knows her worth i didnt know how much i needed a story to see a woman like that until i read this book but i also loved that the author didnt shy away from evelyns flaws or the fact that for a lot of evelyns life she was deeply lonely evelyn wasnt perfect but she didnt let that be an excuse for anyone to treat her poorly i will say there are some instances of spousal abuse in this book though so just be forewarned if that kind of trauma is sensitive for you i thought the author handled those topics amazingly well but ive also never experienced such things for myself either because this book brought tears to my eyes with that whole last third of the story it easily gets stars from me this is such a satisfying and empowering book,positive
the seven husbands of evelyn hugo a novel,i love this book,5,i could not put this book down i usually like thrillers and mystery books and wasnt sure id be into something like this but i was so wrong i went through this book like it was nothing the way evelyn tells her story is so captivating that even when i had to stop reading to participate i real life this book was all i could think about i was fully immersed i wish i could read it again for the first time,positive
the seven husbands of evelyn hugo a novel,my new favorite,5,i cant believe i held off on reading this as long as i did i love everything about this it drew me right in i needed to know more the characters are so beautifully faceted so real at parts i had to put it down scared i couldnt handle the heartbreak but ultimately having to pick it right back up,positive
the seven husbands of evelyn hugo a novel,a lovely but complex tale of a fictional movie star with seven husbands,4,taylor jenkins reid hit the best seller lists with this take on an elizabeth taylorlike character she has rarely left those lists for the years that followed daisy jones and the six was on the lists for more than a year and then it was made into a very well received television production reid writes accessible fiction that clearly speaks to todays readers this was one was set in a prestonewell world of the movies and its stars the surprising choice of the elderly actress of an author to write her biography a relatively unknown writer for a cultural magazine gives an interesting perspective begins the book and in a way ends it as well the twists of plot,positive
the seven husbands of evelyn hugo a novel,i cant express how much i loved this,5,i annotated soo much with the book it wont even close properly even when i went back to annotate i had to pause to cry multiple times like it was new information this is easily my new favorite book not really any smut not the kinda romance i expected but the kinda romance i needed just pure story across an entire lifetime with many characters this book made me feel good in my core this book made me look at my own life and my own choices and had me feel soo recognized and called out at the same time im honestly soo sad its over i wish i could read it again for the first time,positive
i love you to the moon and back,amazing,5,my baby loves this book perfect for nighttime routine as a mom and teacher the graphics vocabulary and story line are amazing and a lot to engage with my baby i even bought it as a gift for my cousins baby as a gift,positive
i love you to the moon and back,heavenly book for baby,5,i bought this book for my first great granddaughter shell be arriving near christmas i bought it once before for my husbands new born great grandson and its just a perfect expression of that unexpressable love,positive
i love you to the moon and back,gift,5,the gift was wonderful for a new born i actually bought and one for my granddaughterloves it she now tells us i love you to the moon and back,positive
i love you to the moon and back,beautifully illustrated,5,beautifully illustrated book follow a parent and baby bear around doing various activities together a quick read perfect for little ones that cant sit still long or look at a page for several sentences,positive
i love you to the moon and back,special book,5,i got this for my first grandbaby i read it to her at bedtime and she loves it it has quickly become a favorite that i read to her,positive
i love you to the moon and back,so cute,5,my year old loves this book when the mother bear and baby bear touch noses he always touches noses with me,positive
i love you to the moon and back,wonderful story,5,i gifted to my son birthday,positive
i love you to the moon and back,my greatgrandson is gonna love it,5,its a birthday gift for my year old great grandson once he receives it im sure hes going to love it his mom loves to read to him i love her to the moon and back as well,positive
i love you to the moon and back,cute,5,bought this for a baby shower i remember reading it when i was little and had to have it for my best friend who is a mom to be,positive
i love you to the moon and back,classic bedtime infant book,5,classic book all children shoud be loved this much,positive
